threshold,CDF_Noise,CDF_Injections
5.291589736938477,0.9999149659863945,1.0
5.292589736938477,0.9999149659863945,1.0
5.293589736938477,0.9999149659863945,1.0
5.294589736938478,0.9999149659863945,1.0
5.295589736938478,0.9999149659863945,1.0
5.296589736938478,0.9999149659863945,1.0
5.297589736938479,0.9999149659863945,1.0
5.298589736938479,0.9999149659863945,1.0
5.299589736938479,0.9999149659863945,1.0
5.30058973693848,0.9999149659863945,1.0
5.30158973693848,0.9998299319727891,1.0
5.30258973693848,0.9997448979591836,1.0
5.303589736938481,0.9997448979591836,1.0
5.304589736938481,0.9996598639455783,1.0
5.305589736938481,0.9996598639455783,1.0
5.306589736938482,0.9996598639455783,1.0
5.307589736938482,0.9996598639455783,1.0
5.308589736938482,0.9995748299319728,1.0
5.309589736938483,0.9995748299319728,1.0
5.310589736938483,0.9995748299319728,1.0
5.311589736938483,0.9995748299319728,1.0
5.312589736938484,0.9995748299319728,1.0
5.313589736938484,0.9995748299319728,1.0
5.314589736938484,0.9995748299319728,1.0
5.315589736938485,0.9995748299319728,1.0
5.316589736938485,0.9995748299319728,1.0
5.317589736938485,0.9994897959183674,1.0
5.318589736938486,0.9994047619047619,1.0
5.319589736938486,0.9994047619047619,1.0
5.320589736938486,0.9994047619047619,1.0
5.321589736938487,0.9994047619047619,1.0
5.322589736938487,0.9994047619047619,1.0
5.323589736938487,0.9994047619047619,1.0
5.324589736938488,0.9994047619047619,1.0
5.325589736938488,0.9994047619047619,1.0
5.326589736938488,0.9994047619047619,1.0
5.327589736938489,0.9994047619047619,1.0
5.328589736938489,0.9994047619047619,1.0
5.329589736938489,0.9994047619047619,1.0
5.33058973693849,0.9994047619047619,1.0
5.33158973693849,0.9994047619047619,1.0
5.33258973693849,0.9994047619047619,1.0
5.333589736938491,0.9994047619047619,1.0
5.334589736938491,0.9994047619047619,1.0
5.335589736938491,0.9994047619047619,1.0
5.336589736938492,0.9994047619047619,1.0
5.337589736938492,0.9994047619047619,1.0
5.338589736938492,0.9994047619047619,1.0
5.339589736938493,0.9994047619047619,1.0
5.340589736938493,0.9994047619047619,1.0
5.341589736938493,0.9994047619047619,1.0
5.342589736938494,0.9994047619047619,1.0
5.343589736938494,0.9994047619047619,1.0
5.344589736938494,0.9994047619047619,1.0
5.345589736938495,0.9994047619047619,1.0
5.346589736938495,0.9994047619047619,1.0
5.347589736938495,0.9994047619047619,1.0
5.348589736938496,0.9994047619047619,1.0
5.349589736938496,0.9994047619047619,1.0
5.350589736938496,0.9993197278911564,1.0
5.351589736938497,0.9993197278911564,1.0
5.352589736938497,0.9993197278911564,1.0
5.353589736938497,0.999234693877551,1.0
5.354589736938498,0.999234693877551,1.0
5.355589736938498,0.999234693877551,1.0
5.356589736938498,0.999234693877551,1.0
5.357589736938499,0.999234693877551,1.0
5.358589736938499,0.999234693877551,1.0
5.359589736938499,0.999234693877551,1.0
5.3605897369385,0.999234693877551,1.0
5.3615897369385,0.999234693877551,1.0
5.3625897369385,0.999234693877551,0.9999149659863945
