epoch,accuracy,loss,val_accuracy,val_loss
0,0.6175473928451538,0.7036536335945129,0.6297619342803955,0.646121084690094
1,0.640379011631012,0.6316162347793579,0.5,13.525985717773438
2,0.6541727185249329,0.6148279309272766,0.6484693884849548,0.6213001608848572
3,0.6626002192497253,0.6006273031234741,0.6421768665313721,0.6139746308326721
4,0.6696975231170654,0.5920543074607849,0.661309540271759,0.6114639639854431
5,0.6765214800834656,0.5833331346511841,0.5,1.0702922344207764
6,0.678343653678894,0.5826073884963989,0.5644132494926453,0.7462338209152222
7,0.6809766888618469,0.5757572650909424,0.6580782532691956,0.6190993189811707
8,0.6841198801994324,0.5724220275878906,0.5,4.84152889251709
9,0.6861425042152405,0.5692448616027832,0.5,1.0044058561325073
10,0.6893859505653381,0.5666956305503845,0.5102891325950623,1.3044250011444092
11,0.690214991569519,0.5646384954452515,0.5023384094238281,0.6752347350120544
12,0.6927387118339539,0.5618791580200195,0.5228741765022278,0.7320024371147156
13,0.694351315498352,0.5597032904624939,0.6616071462631226,0.5947107672691345
14,0.6972029805183411,0.5573140978813171,0.6713860630989075,0.582974374294281
15,0.6991071701049805,0.5548416972160339,0.6661139726638794,0.612075686454773
16,0.7005648612976074,0.5533202290534973,0.6794217824935913,0.5692348480224609
17,0.7016125917434692,0.5521122813224792,0.6851190328598022,0.5651795864105225
18,0.7024690508842468,0.5510247349739075,0.6854166388511658,0.5654429793357849
19,0.7028425931930542,0.5503645539283752,0.6853741407394409,0.5659016370773315
