threshold,count_above_threshold1,count_above_threshold2
-1.0,0.9846666666666667,0.9996190476190476
-0.9995,0.9846666666666667,0.9996190476190476
-0.9990000000000001,0.9846666666666667,0.9996190476190476
-0.9985000000000002,0.9846666666666667,0.9996190476190476
-0.9980000000000002,0.9846666666666667,0.9996190476190476
-0.9975000000000003,0.9846666666666667,0.9996190476190476
-0.9970000000000003,0.9846666666666667,0.9996190476190476
-0.9965000000000004,0.9846666666666667,0.9996190476190476
-0.9960000000000004,0.9846666666666667,0.9996190476190476
-0.9955000000000005,0.9846666666666667,0.9996190476190476
-0.9950000000000006,0.9846666666666667,0.9996190476190476
-0.9945000000000006,0.9846666666666667,0.9996190476190476
-0.9940000000000007,0.9846666666666667,0.9996190476190476
-0.9935000000000007,0.9846666666666667,0.9996190476190476
-0.9930000000000008,0.9846666666666667,0.9996190476190476
-0.9925000000000008,0.9846666666666667,0.9996190476190476
-0.9920000000000009,0.9846666666666667,0.9996190476190476
-0.9915000000000009,0.9846666666666667,0.9996190476190476
-0.991000000000001,0.9846666666666667,0.9996190476190476
-0.990500000000001,0.9846666666666667,0.9996190476190476
-0.9900000000000011,0.9846666666666667,0.9996190476190476
-0.9895000000000012,0.9846666666666667,0.9996190476190476
-0.9890000000000012,0.9846666666666667,0.9996190476190476
-0.9885000000000013,0.9846666666666667,0.9996190476190476
-0.9880000000000013,0.9846666666666667,0.9996190476190476
-0.9875000000000014,0.9846666666666667,0.9996190476190476
-0.9870000000000014,0.9846666666666667,0.9996190476190476
-0.9865000000000015,0.9846666666666667,0.9996190476190476
-0.9860000000000015,0.9846666666666667,0.9996190476190476
-0.9855000000000016,0.9846666666666667,0.9996190476190476
-0.9850000000000017,0.9846666666666667,0.9996190476190476
-0.9845000000000017,0.9846666666666667,0.9996190476190476
-0.9840000000000018,0.9846666666666667,0.9996190476190476
-0.9835000000000018,0.9846666666666667,0.9996190476190476
-0.9830000000000019,0.9846666666666667,0.9996190476190476
-0.9825000000000019,0.9846666666666667,0.9996190476190476
-0.982000000000002,0.9846666666666667,0.9996190476190476
-0.981500000000002,0.9846666666666667,0.9996190476190476
-0.9810000000000021,0.9846666666666667,0.9996190476190476
-0.9805000000000021,0.9846666666666667,0.9996190476190476
-0.9800000000000022,0.9846666666666667,0.9996190476190476
-0.9795000000000023,0.9846666666666667,0.9996190476190476
-0.9790000000000023,0.9846666666666667,0.9996190476190476
-0.9785000000000024,0.9846666666666667,0.9996190476190476
-0.9780000000000024,0.9846666666666667,0.9996190476190476
-0.9775000000000025,0.9846666666666667,0.9996190476190476
-0.9770000000000025,0.9846666666666667,0.9996190476190476
-0.9765000000000026,0.9846666666666667,0.9996190476190476
-0.9760000000000026,0.9846666666666667,0.9996190476190476
-0.9755000000000027,0.9846666666666667,0.9996190476190476
-0.9750000000000028,0.9846666666666667,0.9996190476190476
-0.9745000000000028,0.9846666666666667,0.9996190476190476
-0.9740000000000029,0.9846666666666667,0.9996190476190476
-0.9735000000000029,0.9846666666666667,0.9996190476190476
-0.973000000000003,0.9846666666666667,0.9996190476190476
-0.972500000000003,0.9846666666666667,0.9996190476190476
-0.9720000000000031,0.9846666666666667,0.9996190476190476
-0.9715000000000031,0.9846666666666667,0.9996190476190476
-0.9710000000000032,0.9846666666666667,0.9996190476190476
-0.9705000000000032,0.9846666666666667,0.9996190476190476
-0.9700000000000033,0.9846666666666667,0.9996190476190476
-0.9695000000000034,0.9846666666666667,0.9996190476190476
-0.9690000000000034,0.9846666666666667,0.9996190476190476
-0.9685000000000035,0.9846666666666667,0.9996190476190476
