threshold,CDF_Noise,CDF_Injections
-1.0,0.9846666666666667,0.9998095238095238
-0.999,0.9846666666666667,0.9998095238095238
-0.998,0.9846666666666667,0.9998095238095238
-0.997,0.9846666666666667,0.9998095238095238
-0.996,0.9846666666666667,0.9998095238095238
-0.995,0.9846666666666667,0.9998095238095238
-0.994,0.9846666666666667,0.9998095238095238
-0.993,0.9846666666666667,0.9998095238095238
-0.992,0.9846666666666667,0.9998095238095238
-0.991,0.9846666666666667,0.9998095238095238
-0.99,0.9846666666666667,0.9998095238095238
-0.989,0.9846666666666667,0.9998095238095238
-0.988,0.9846666666666667,0.9998095238095238
-0.987,0.9846666666666667,0.9998095238095238
-0.986,0.9846666666666667,0.9998095238095238
-0.985,0.9846666666666667,0.9998095238095238
-0.984,0.9846666666666667,0.9998095238095238
-0.983,0.9846666666666667,0.9998095238095238
-0.982,0.9846666666666667,0.9998095238095238
-0.981,0.9846666666666667,0.9998095238095238
-0.98,0.9846666666666667,0.9998095238095238
-0.979,0.9846666666666667,0.9998095238095238
-0.978,0.9846666666666667,0.9998095238095238
-0.977,0.9846666666666667,0.9998095238095238
-0.976,0.9846666666666667,0.9998095238095238
-0.975,0.9846666666666667,0.9998095238095238
-0.974,0.9846666666666667,0.9998095238095238
-0.973,0.9846666666666667,0.9998095238095238
-0.972,0.9846666666666667,0.9998095238095238
-0.971,0.9846666666666667,0.9998095238095238
-0.97,0.9846666666666667,0.9998095238095238
-0.969,0.9846666666666667,0.9998095238095238
-0.968,0.9846666666666667,0.9998095238095238
-0.967,0.9846666666666667,0.9998095238095238
-0.966,0.9846666666666667,0.9998095238095238
-0.965,0.9846666666666667,0.9998095238095238
-0.964,0.9846666666666667,0.9998095238095238
-0.963,0.9846666666666667,0.9998095238095238
-0.962,0.9846666666666667,0.9998095238095238
-0.961,0.9846666666666667,0.9998095238095238
-0.96,0.9846666666666667,0.9998095238095238
-0.959,0.9846666666666667,0.9998095238095238
-0.958,0.9846666666666667,0.9998095238095238
-0.957,0.9846666666666667,0.9998095238095238
-0.956,0.9846666666666667,0.9998095238095238
-0.955,0.9846666666666667,0.9998095238095238
-0.954,0.9846666666666667,0.9998095238095238
-0.953,0.9846666666666667,0.9998095238095238
-0.952,0.9846666666666667,0.9998095238095238
-0.951,0.9846666666666667,0.9998095238095238
-0.95,0.9846666666666667,0.9998095238095238
-0.949,0.9846666666666667,0.9998095238095238
-0.948,0.9846666666666667,0.9998095238095238
-0.947,0.9846666666666667,0.9998095238095238
-0.946,0.9846666666666667,0.9998095238095238
-0.945,0.9846666666666667,0.9998095238095238
-0.944,0.9846666666666667,0.9998095238095238
-0.943,0.9846666666666667,0.9998095238095238
